HUC12,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
"020600030106",625286,"BAY827","SWM","CMON","MDDNR","MDDNR","XJG7035",10/20/2022,08:00:00,0.4,,,0.1,"BS","D","S1","TDN",,1.45000,"MG/L","L01 ","CBL",,,,"",39.45078,-76.27457,"T3"
"020600030106",625312,"BAY828","SWM","CMON","MDDNR","MDDNR","XJG7035",11/3/2022,09:00:00,0.6,,,0.3,"BS","D","S1","TDN",,1.62000,"MG/L","L01 ","CBL",,,,"",39.45078,-76.27457,"T3"
"020600030106",639702,"BAY835","SWM","CMON","MDDNR","MDDNR","XJG7035",2/15/2023,11:00:00,0.6,,,0.3,"BS","D","S1","TDN",,2.67000,"MG/L","L01 ","CBL",,,,"nan",39.45078,-76.27457,"T3"
"020600030106",639716,"BAY833","SWM","CMON","MDDNR","MDDNR","XJG7035",1/25/2023,11:45:00,0.5,,,0.2,"BS","D","S1","TDN",,2.03000,"MG/L","L01 ","CBL",,,,"nan",39.45078,-76.27457,"T3"
"020600030106",639734,"BAY837","SWM","CMON","MDDNR","MDDNR","XJG7035",3/21/2023,08:15:00,0.8,,,0.5,"BS","D","S1","TDN",,1.75000,"MG/L","L01 ","CBL",,,,"nan",39.45078,-76.27457,"T3"
"020600030106",641879,"BAY838","SWM","CMON","MDDNR","MDDNR","XJG7035",4/6/2023,08:45:00,1,,,0.7,"BS","D","S1","TDN",,1.67000,"MG/L","L01 ","CBL",,,,"nan",39.45078,-76.27457,"T3"
"020600030106",641880,"BAY839","SWM","CMON","MDDNR","MDDNR","XJG7035",4/20/2023,09:30:00,0.8,,,0.5,"BS","D","S1","TDN",,1.08000,"MG/L","L01 ","CBL",,,,"nan",39.45078,-76.27457,"T3"
"020600030106",641924,"BAY840","SWM","CMON","MDDNR","MDDNR","XJG7035",5/4/2023,07:45:00,0.7,,,0.4,"BS","D","S1","TDN",,1.40000,"MG/L","L01 ","CBL",,,,"nan",39.45078,-76.27457,"T3"
"020600030106",641925,"BAY841","SWM","CMON","MDDNR","MDDNR","XJG7035",5/18/2023,07:45:00,0.9,,,0.6,"BS","D","S1","TDN",,1.26000,"MG/L","L01 ","CBL",,,,"nan",39.45078,-76.27457,"T3"
"020600030106",641925,"BAY841","SWM","CMON","MDDNR","MDDNR","XJG7035",5/18/2023,07:45:00,0.9,,,0.6,"BS","D","S1","TDP",,0.08310,"MG/L","L01 ","CBL",,,,"nan",39.45078,-76.27457,"T3"
"020600030106",641924,"BAY840","SWM","CMON","MDDNR","MDDNR","XJG7035",5/4/2023,07:45:00,0.7,,,0.4,"BS","D","S1","TDP",,0.05420,"MG/L","L01 ","CBL",,,,"nan",39.45078,-76.27457,"T3"
"020600030106",641880,"BAY839","SWM","CMON","MDDNR","MDDNR","XJG7035",4/20/2023,09:30:00,0.8,,,0.5,"BS","D","S1","TDP",,0.05780,"MG/L","L01 ","CBL",,,,"nan",39.45078,-76.27457,"T3"
"020600030106",641879,"BAY838","SWM","CMON","MDDNR","MDDNR","XJG7035",4/6/2023,08:45:00,1,,,0.7,"BS","D","S1","TDP",,0.05790,"MG/L","L01 ","CBL",,,,"nan",39.45078,-76.27457,"T3"
"020600030106",639734,"BAY837","SWM","CMON","MDDNR","MDDNR","XJG7035",3/21/2023,08:15:00,0.8,,,0.5,"BS","D","S1","TDP",,0.14600,"MG/L","L01 ","CBL",,,,"nan",39.45078,-76.27457,"T3"
"020600030106",639716,"BAY833","SWM","CMON","MDDNR","MDDNR","XJG7035",1/25/2023,11:45:00,0.5,,,0.2,"BS","D","S1","TDP",,0.04540,"MG/L","L01 ","CBL",,,,"nan",39.45078,-76.27457,"T3"
"020600030106",639702,"BAY835","SWM","CMON","MDDNR","MDDNR","XJG7035",2/15/2023,11:00:00,0.6,,,0.3,"BS","D","S1","TDP",,0.09860,"MG/L","L01 ","CBL",,,,"nan",39.45078,-76.27457,"T3"
"020600030106",625312,"BAY828","SWM","CMON","MDDNR","MDDNR","XJG7035",11/3/2022,09:00:00,0.6,,,0.3,"BS","D","S1","TDP",,0.06770,"MG/L","L01 ","CBL",,,,"",39.45078,-76.27457,"T3"
"020600030106",625286,"BAY827","SWM","CMON","MDDNR","MDDNR","XJG7035",10/20/2022,08:00:00,0.4,,,0.1,"BS","D","S1","TDP",,0.08520,"MG/L","L01 ","CBL",,,,"",39.45078,-76.27457,"T3"
"020600030106",625285,"BAY826","SWM","CMON","MDDNR","MDDNR","XJG7035",10/5/2022,09:30:00,0.5,,,0.2,"BS","D","S1","TDP",,,"MG/L","L01 ","CBL","A ",,,"",39.45078,-76.27457,"T3"
"020600030106",625252,"BAY830","SWM","CMON","MDDNR","MDDNR","XJG7035",12/13/2022,12:15:00,0.7,,,0.4,"BS","D","S1","TDP",,0.04720,"MG/L","L01 ","CBL",,,,"",39.45078,-76.27457,"T3"
"020600030106",622351,"BAY825","SWM","CMON","MDDNR","MDDNR","XJG7035",9/22/2022,08:15:00,1.4,,,1.1,"BS","D","S1","TDP",,0.07620,"MG/L","L01 ","CBL",,,,"",39.45078,-76.27457,"T3"
"020600030106",622350,"BAY824","SWM","CMON","MDDNR","MDDNR","XJG7035",9/8/2022,10:30:00,0.9,,,0.6,"BS","D","S1","TDP",,,"MG/L","L01 ","CBL","A ",,,"",39.45078,-76.27457,"T3"
"020600030106",622313,"BAY823","SWM","CMON","MDDNR","MDDNR","XJG7035",8/26/2022,07:45:00,0.9,,,0.6,"BS","D","S1","TDP",,0.04850,"MG/L","L01 ","CBL",,,,"",39.45078,-76.27457,"T3"
"020600030106",622312,"BAY822","SWM","CMON","MDDNR","MDDNR","XJG7035",8/11/2022,08:45:00,0.8,,,0.5,"BS","D","S1","TDP",,0.05680,"MG/L","L01 ","CBL",,,,"",39.45078,-76.27457,"T3"
"020600030106",622276,"BAY821","SWM","CMON","MDDNR","MDDNR","XJG7035",7/26/2022,11:15:00,0.3,,,0.1,"BS","D","S1","TDP",,0.02690,"MG/L","L01 ","CBL",,,,"",39.45078,-76.27457,"T3"
"020600030106",622275,"BAY820","SWM","CMON","MDDNR","MDDNR","XJG7035",7/14/2022,12:15:00,0.7,,,0.4,"BS","D","S1","TDP",,,"MG/L","L01 ","CBL","A ",,,"",39.45078,-76.27457,"T3"
"020600030106",620554,"BAY819","SWM","CMON","MDDNR","MDDNR","XJG7035",6/30/2022,11:45:00,0.9,,,0.6,"BS","D","S1","TDP",,0.07120,"MG/L","L01 ","CBL",,,,"",39.45078,-76.27457,"T3"
"020600030106",620553,"BAY819","SWM","CMON","MDDNR","MDDNR","XJG7035",6/16/2022,09:30:00,1.3,,,1,"BS","D","S1","TDP",,0.07190,"MG/L","L01 ","CBL",,,,"",39.45078,-76.27457,"T3"
"020600030106",620552,"BAY818","SWM","CMON","MDDNR","MDDNR","XJG7035",6/1/2022,10:45:00,0.8,,,0.5,"BS","D","S1","TDP",,0.06800,"MG/L","L01 ","CBL",,,,"",39.45078,-76.27457,"T3"
"020600030106",620513,"BAY817","SWM","CMON","MDDNR","MDDNR","XJG7035",5/19/2022,10:45:00,1.2,,,0.9,"BS","D","S1","TDP",,0.06170,"MG/L","L01 ","CBL",,,,"",39.45078,-76.27457,"T3"
"020600030106",620512,"BAY816","SWM","CMON","MDDNR","MDDNR","XJG7035",5/5/2022,07:30:00,0.7,,,0.4,"BS","D","S1","TDP",,0.05650,"MG/L","L01 ","CBL",,,,"",39.45078,-76.27457,"T3"
"020600030106",620300,"BAY815","SWM","CMON","MDDNR","MDDNR","XJG7035",4/19/2022,11:30:00,0.9,,,0.6,"BS","D","S1","TDP",,,"MG/L","L01 ","CBL","A ",,,"",39.45078,-76.27457,"T3"
"020600030106",620299,"BAY814","SWM","CMON","MDDNR","MDDNR","XJG7035",4/7/2022,11:00:00,0.8,,,0.5,"BS","D","S1","TDP",,0.02290,"MG/L","L01 ","CBL",,,,"",39.45078,-76.27457,"T3"
"020600030106",607880,"BAY812","SWM","CMON","MDDNR","MDDNR","XJG7035",3/3/2022,09:30:00,0.7,,,0.4,"BS","D","S1","TDP",,0.04200,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",607860,"BAY808","SWM","CMON","MDDNR","MDDNR","XJG7035",1/6/2022,09:45:00,0.9,,,0.6,"BS","D","S1","TDP",,0.01100,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",596058,"BAY806","SWM","CMON","MDDNR","MDDNR","XJG7035",12/9/2021,09:30:00,0.4,,,0.1,"BS","D","S1","TDP",,0.06100,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",596048,"BAY804","SWM","CMON","MDDNR","MDDNR","XJG7035",11/2/2021,09:45:00,0.8,,,0.5,"BS","D","S1","TDP",,0.08100,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",596031,"BAY803","SWM","CMON","MDDNR","MDDNR","XJG7035",10/21/2021,07:30:00,0.6,,,0.3,"BS","D","S1","TDP",,0.05820,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",596030,"BAY802","SWM","CMON","MDDNR","MDDNR","XJG7035",10/7/2021,09:00:00,1,,,0.7,"BS","D","S1","TDP",,0.04590,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",588420,"BAY797","SWM","CMON","MDDNR","MDDNR","XJG7035",7/28/2021,08:00:00,0.5,,,0.2,"BS","D","S1","TDP",,0.04460,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",588419,"BAY796","SWM","CMON","MDDNR","MDDNR","XJG7035",7/15/2021,11:00:00,0.9,,,0.6,"BS","D","S1","TDP",,0.06790,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",588389,"BAY799","SWM","CMON","MDDNR","MDDNR","XJG7035",8/26/2021,11:30:00,0.8,,,0.5,"BS","D","S1","TDP",,0.06830,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",588388,"BAY798","SWM","CMON","MDDNR","MDDNR","XJG7035",8/12/2021,11:15:00,0.8,,,0.5,"BS","D","S1","TDP",,,"MG/L","L01 ","CBL","A ",,,,39.45078,-76.27457,"T3"
"020600030106",588357,"BAY801","SWM","CMON","MDDNR","MDDNR","XJG7035",9/24/2021,09:15:00,0.6,,,0.3,"BS","D","S1","TDP",,0.03430,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",588356,"BAY800","SWM","CMON","MDDNR","MDDNR","XJG7035",9/8/2021,08:45:00,1.3,,,1,"BS","D","S1","TDP",,,"MG/L","L01 ","CBL","A ",,,,39.45078,-76.27457,"T3"
"020600030106",584984,"BAY795","SWM","CMON","MDDNR","MDDNR","XJG7035",6/30/2021,09:00:00,0.4,,,0.1,"BS","D","S1","TDP",,0.08960,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",584983,"BAY795","SWM","CMON","MDDNR","MDDNR","XJG7035",6/16/2021,07:45:00,0.7,,,0.4,"BS","D","S1","TDP",,0.07910,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",584982,"BAY794","SWM","CMON","MDDNR","MDDNR","XJG7035",6/3/2021,08:00:00,0.8,,,0.5,"BS","D","S1","TDP",,0.10160,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",584953,"BAY793","SWM","CMON","MDDNR","MDDNR","XJG7035",5/18/2021,08:45:00,0.7,,,0.4,"BS","D","S1","TDP",,0.06390,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",584952,"BAY792","SWM","CMON","MDDNR","MDDNR","XJG7035",5/5/2021,08:30:00,0.6,,,0.3,"BS","D","S1","TDP",,0.07030,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",584932,"BAY791","SWM","CMON","MDDNR","MDDNR","XJG7035",4/21/2021,07:30:00,0.9,,,0.6,"BS","D","S1","TDP",,0.07160,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",584931,"BAY790","SWM","CMON","MDDNR","MDDNR","XJG7035",4/6/2021,09:00:00,0.6,,,0.3,"BS","D","S1","TDP",,0.06660,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",584530,"BAY788","SWM","CMON","MDDNR","MDDNR","XJG7035",3/10/2021,09:00:00,0.3,,,0.1,"BS","D","S1","TDP",,0.08480,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",584519,"BAY786","SWM","CMON","MDDNR","MDDNR","XJG7035",2/4/2021,08:15:00,0.4,,,0.1,"BS","D","S1","TDP",,0.02240,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",584509,"BAY784","SWM","CMON","MDDNR","MDDNR","XJG7035",1/5/2021,09:30:00,0.9,,,0.6,"BS","D","S1","TDP",,0.06830,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",489571,"BAY771","SWM","CMON","MDDNR","MDDNR","XJG7035",6/23/2020,07:45:00,1.2,,,0.9,"BS","D","S1","TDP",,,"MG/L","L01 ","CBL","A ",,,,39.45078,-76.27457,"T3"
"020600030106",489570,"BAY770","SWM","CMON","MDDNR","MDDNR","XJG7035",6/9/2020,08:45:00,1.2,,,0.9,"BS","D","S1","TDP",,0.08060,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",489541,"BAY769","SWM","CMON","MDDNR","MDDNR","XJG7035",5/26/2020,10:00:00,1.2,,,0.9,"BS","D","S1","TDP",,0.08640,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",489528,"BAY780","SWM","CMON","MDDNR","MDDNR","XJG7035",11/10/2020,09:15:00,0.6,,,0.3,"BS","D","S1","TDP",,0.06290,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",489513,"BAY782","SWM","CMON","MDDNR","MDDNR","XJG7035",12/8/2020,13:30:00,0.3,,,0.2,"BS","D","S1","TDP",,0.10870,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",489502,"BAY779","SWM","CMON","MDDNR","MDDNR","XJG7035",10/29/2020,07:30:00,0.8,,,0.5,"BS","D","S1","TDP",,0.06620,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",489501,"BAY778","SWM","CMON","MDDNR","MDDNR","XJG7035",10/14/2020,07:45:00,1.1,,,0.8,"BS","D","S1","TDP",,0.10800,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",489500,"BAY778","SWM","CMON","MDDNR","MDDNR","XJG7035",10/1/2020,09:15:00,1,,,0.7,"BS","D","S1","TDP",,0.09240,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",489465,"BAY776","SWM","CMON","MDDNR","MDDNR","XJG7035",9/15/2020,08:00:00,0.6,,,0.3,"BS","D","S1","TDP",,0.06160,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",489464,"BAY776","SWM","CMON","MDDNR","MDDNR","XJG7035",9/1/2020,09:15:00,1,,,0.7,"BS","D","S1","TDP",,0.04310,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",489423,"BAY775","SWM","CMON","MDDNR","MDDNR","XJG7035",8/18/2020,08:45:00,1.4,,,1.1,"BS","D","S1","TDP",,0.06080,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",489422,"BAY774","SWM","CMON","MDDNR","MDDNR","XJG7035",8/4/2020,12:45:00,0.8,,,0.5,"BS","D","S1","TDP",,0.05810,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",489392,"BAY773","SWM","CMON","MDDNR","MDDNR","XJG7035",7/22/2020,07:45:00,1.1,,,0.8,"BS","D","S1","TDP",,0.07330,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",489391,"BAY772","SWM","CMON","MDDNR","MDDNR","XJG7035",7/9/2020,09:15:00,1.2,,,0.9,"BS","D","S1","TDP",,0.10610,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",461014,"BAY758","SWM","CMON","MDDNR","MDDNR","XJG7035",12/5/2019,08:45:00,0.6,,,0.3,"BS","D","S1","TDP",,0.04300,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",460999,"BAY756","SWM","CMON","MDDNR","MDDNR","XJG7035",11/5/2019,11:15:00,0.9,,,0.6,"BS","D","S1","TDP",,0.10860,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",460521,"BAY755","SWM","CMON","MDDNR","MDDNR","XJG7035",10/24/2019,09:00:00,0.9,,,0.6,"BS","D","S1","TDP",,0.07240,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",460520,"BAY754","SWM","CMON","MDDNR","MDDNR","XJG7035",10/1/2019,08:30:00,1.2,,,0.9,"BS","D","S1","TDP",,0.09640,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",458033,"BAY751","SWM","CMON","MDDNR","MDDNR","XJG7035",8/21/2019,09:15:00,0.9,,,0.6,"BS","D","S1","TDP",,0.05480,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",458032,"BAY750","SWM","CMON","MDDNR","MDDNR","XJG7035",8/8/2019,09:15:00,0.6,,,0.3,"BS","D","S1","TDP",,0.03550,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",457988,"BAY753","SWM","CMON","MDDNR","MDDNR","XJG7035",9/19/2019,11:45:00,1.2,,,0.9,"BS","D","S1","TDP",,0.19280,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",457987,"BAY752","SWM","CMON","MDDNR","MDDNR","XJG7035",9/4/2019,09:15:00,1,,,0.7,"BS","D","S1","TDP",,0.05620,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",457374,"BAY747","SWM","CMON","MDDNR","MDDNR","XJG7035",6/26/2019,08:30:00,0.7,,,0.4,"BS","D","S1","TDP",,0.05140,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",457373,"BAY746","SWM","CMON","MDDNR","MDDNR","XJG7035",6/13/2019,09:00:00,0.8,,,0.5,"BS","D","S1","TDP",,0.01120,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",457048,"BAY749","SWM","CMON","MDDNR","MDDNR","XJG7035",7/25/2019,09:00:00,0.9,,,0.6,"BS","D","S1","TDP",,0.04990,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",457047,"BAY748","SWM","CMON","MDDNR","MDDNR","XJG7035",7/11/2019,10:00:00,0.8,,,0.5,"BS","D","S1","TDP",,0.04350,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",456481,"BAY745","SWM","CMON","MDDNR","MDDNR","XJG7035",5/21/2019,09:00:00,0.6,,,0.3,"BS","D","S1","TDP",,0.05360,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",456480,"BAY744","SWM","CMON","MDDNR","MDDNR","XJG7035",5/8/2019,08:45:00,1.1,,,0.8,"BS","D","S1","TDP",,0.09270,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",456436,"BAY743","SWM","CMON","MDDNR","MDDNR","XJG7035",4/24/2019,09:15:00,0.9,,,0.6,"BS","D","S1","TDP",,0.09460,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",456435,"BAY742","SWM","CMON","MDDNR","MDDNR","XJG7035",4/10/2019,07:30:00,1,,,0.7,"BS","D","S1","TDP",,0.04430,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",456393,"BAY741","SWM","CMON","MDDNR","MDDNR","XJG7035",3/27/2019,10:00:00,1,,,0.7,"BS","D","S1","TDP",,0.03180,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",452659,"BAY734","SWM","CMON","MDDNR","MDDNR","XJG7035",12/6/2018,10:30:00,0.7,,,0.4,"BS","D","S1","TDP",,0.03200,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",451298,"BAY731","SWM","CMON","MDDNR","MDDNR","XJG7035",10/24/2018,08:30:00,0.4,,,0.1,"BS","D","S1","TDP",,,"MG/L","L01 ","CBL","A ",,,,39.45078,-76.27457,"T3"
"020600030106",451297,"BAY730","SWM","CMON","MDDNR","MDDNR","XJG7035",10/4/2018,07:45:00,0.8,,,0.5,"BS","D","S1","TDP",,0.06530,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",450881,"BAY727","SWM","CMON","MDDNR","MDDNR","XJG7035",8/22/2018,09:00:00,1.2,,,0.9,"BS","D","S1","TDP",,0.06910,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",451414,"BAY723","SWM","CMON","MDDNR","MDDNR","XJG7035",6/20/2018,09:45:00,0.5,,,0.2,"BS","D","S1","TDP",,0.11910,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",451413,"BAY722","SWM","CMON","MDDNR","MDDNR","XJG7035",6/7/2018,09:45:00,1.2,,,0.9,"BS","D","S1","TDP",,0.09360,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",451373,"BAY725","SWM","CMON","MDDNR","MDDNR","XJG7035",7/19/2018,10:15:00,0.8,,,0.5,"BS","D","S1","TDP",,0.11210,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",451372,"BAY724","SWM","CMON","MDDNR","MDDNR","XJG7035",7/5/2018,09:15:00,0.6,,,0.3,"BS","D","S1","TDP",,0.10930,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",450880,"BAY726","SWM","CMON","MDDNR","MDDNR","XJG7035",8/1/2018,08:45:00,1.1,,,0.8,"BS","D","S1","TDP",,0.06080,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",450828,"BAY729","SWM","CMON","MDDNR","MDDNR","XJG7035",9/18/2018,09:45:00,1,,,0.7,"BS","D","S1","TDP",,0.08630,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",450827,"BAY728","SWM","CMON","MDDNR","MDDNR","XJG7035",9/5/2018,11:30:00,0.6,,,0.3,"BS","D","S1","TDP",,0.06710,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",448991,"BAY721","SWM","CMON","MDDNR","MDDNR","XJG7035",5/22/2018,08:30:00,0.7,,,0.4,"BS","D","S1","TDP",,0.09960,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",448990,"BAY720","SWM","CMON","MDDNR","MDDNR","XJG7035",5/8/2018,10:30:00,0.7,,,0.4,"BS","D","S1","TDP",,0.18450,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",448948,"BAY719","SWM","CMON","MDDNR","MDDNR","XJG7035",4/24/2018,11:15:00,0.8,,,0.5,"BS","D","S1","TDP",,0.15640,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",448947,"BAY718","SWM","CMON","MDDNR","MDDNR","XJG7035",4/10/2018,09:45:00,0.6,,,0.3,"BS","D","S1","TDP",,0.11210,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",448908,"BAY716","SWM","CMON","MDDNR","MDDNR","XJG7035",3/5/2018,11:15:00,0.8,,,0.5,"BS","D","FS1","TDP",,0.17410,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",447866,"BAY697","SWM","CMON","MDDNR","MDDNR","XJG7035",5/31/2017,09:45:00,1.1,,,0.8,"BS","D","S1","TDP",,0.08380,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",447865,"BAY696","SWM","CMON","MDDNR","MDDNR","XJG7035",5/9/2017,09:00:00,1,,,0.7,"BS","D","S1","TDP",,0.10530,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",447819,"BAY705","SWM","CMON","MDDNR","MDDNR","XJG7035",9/27/2017,10:15:00,0.6,,,0.3,"BS","D","S1","TDP",,0.11590,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",447818,"BAY704","SWM","CMON","MDDNR","MDDNR","XJG7035",9/12/2017,10:00:00,0.8,,,0.5,"BS","D","S1","TDP",,0.09950,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",447767,"BAY707","SWM","CMON","MDDNR","MDDNR","XJG7035",10/24/2017,09:45:00,1.6,,,1.3,"BS","D","S1","TDP",,0.07300,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",447766,"BAY706","SWM","CMON","MDDNR","MDDNR","XJG7035",10/11/2017,13:30:00,0.9,,,0.6,"BS","D","S1","TDP",,0.10480,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",447715,"BAY708","SWM","CMON","MDDNR","MDDNR","XJG7035",11/7/2017,10:00:00,0.6,,,0.3,"BS","D","S1","TDP",,0.06850,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",447691,"BAY710","SWM","CMON","MDDNR","MDDNR","XJG7035",12/14/2017,09:30:00,0.8,,,0.5,"BS","D","S1","TDP",,0.04010,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",447673,"BAY701","SWM","CMON","MDDNR","MDDNR","XJG7035",7/18/2017,08:00:00,0.8,,,0.5,"BS","D","S1","TDP",,0.11090,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",447672,"BAY700","SWM","CMON","MDDNR","MDDNR","XJG7035",7/3/2017,09:00:00,0.8,,,0.5,"BS","D","S1","TDP",,0.15070,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",447620,"BAY703","SWM","CMON","MDDNR","MDDNR","XJG7035",8/29/2017,10:45:00,0.9,,,0.6,"BS","D","S1","TDP",,0.12810,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",447619,"BAY703","SWM","CMON","MDDNR","MDDNR","XJG7035",8/17/2017,10:30:00,0.6,,,0.3,"BS","D","S1","TDP",,0.11280,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",447618,"BAY702","SWM","CMON","MDDNR","MDDNR","XJG7035",8/1/2017,10:00:00,0.6,,,0.3,"BS","D","S1","TDP",,0.11130,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",447560,"BAY699","SWM","CMON","MDDNR","MDDNR","XJG7035",6/21/2017,09:30:00,0.8,,,0.5,"BS","D","S1","TDP",,0.12560,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
"020600030106",447511,"BAY695","SWM","CMON","MDDNR","MDDNR","XJG7035",4/25/2017,09:45:00,0.7,,,0.4,"BS","D","S1","TDP",,0.13090,"MG/L","L01 ","CBL",,,,,39.45078,-76.27457,"T3"
